,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3
67,Americas,South America,Uruguay,0.04,,,2014,15-65,ARQ,HHS,Amphetamines,,,URY
68,Americas,South America,Uruguay,0.01,,,2011,15-65,ARQ,HHS,Amphetamines,,,URY
69,Americas,South America,Uruguay,0.3,,,2006,15-64,ARQ ,HHS ,Amphetamines,,,URY
70,Americas,South America,Venezuela (Bolivarian Republic of),0.095,,,2011,15-65,Government source/UNODC Estimate,HHS,Amphetamines,0.07,0.12,VEN
71,Americas,South America,Venezuela (Bolivarian Republic of),0.6,,,2002,15-64,UNODC Estimate ,,Amphetamines,,,VEN
72,Asia,Central Asia and Transcaucasia,Armenia,0.04,,,2005,15-64,UNODC Estimate,HHS,Amphetamines,,,ARM
73,Asia,Central Asia and Transcaucasia,Georgia,0,0,0,2015,18-64,ARQ,HHS,Amphetamines,,,GEO
74,Asia,Central Asia and Transcaucasia,Georgia,0.56,,,2009,15-64,Government source/ NGO/Academic research,SS,Amphetamines,0.1,1.06,GEO
75,Asia,East and South-East Asia,Brunei Darussalam,0.25,,,2006,15-64,UNODC Estimate,,Amphetamines,,,BRN
76,Asia,East and South-East Asia,Cambodia,0.6,,,2004,15-64,UNODC Estimate,,Amphetamines,,,KHM
77,Asia,East and South-East Asia,China,0.57,,,2018,15-64,Academic research,HHS,Amphetamines,,,CHN
78,Asia,East and South-East Asia,"China, Taiwan Province of China",0.6,,,2005,12-64,AMCEWG,,Amphetamines,,,TWN
79,Asia,East and South-East Asia,Indonesia,0.6,,,2019,15-64,ARQ/UNODC Estimate,HHS,Amphetamines,0.6,0.6,IDN
80,Asia,East and South-East Asia,Indonesia,0.52,,,2017,10-59,UNODC Estimate,HHS,Amphetamines,0.45,0.5800000000000001,IDN
81,Asia,East and South-East Asia,Indonesia,0.09,0.2,0,2015,10-60,ARQ,HHS,Amphetamines,,,IDN
82,Asia,East and South-East Asia,Indonesia,0.18,,,2010,10-60,ARQ,HHS,Amphetamines,,,IDN
83,Asia,East and South-East Asia,Indonesia,0.16,,,2008,10-59,ARQ ,HHS ,Amphetamines,,,IDN
84,Asia,East and South-East Asia,Japan,0.04,,,2019,15-64,ARQ,HHS,Amphetamines,,,JPN
85,Asia,East and South-East Asia,Japan,0.3,,,2011,15-64,UNODC Estimate,HHS,Amphetamines,0.03,0.4,JPN
86,Asia,East and South-East Asia,Japan,0.2,,,2009,15-64,UNODC Estimate ,HHS ,Amphetamines,0.18,0.22,JPN
87,Asia,East and South-East Asia,Lao People's Democratic Republic,1.39,,,2008,15-64,Academic research,SS,Amphetamines,1.07,1.71,LAO
88,Asia,East and South-East Asia,Malaysia,0.55,,,2005,15-64,UNODC Estimate,,Amphetamines,,,MYS
89,Asia,East and South-East Asia,Myanmar,0.22,,,2005,15-64,UNODC Estimate,,Amphetamines,,,MMR
90,Asia,East and South-East Asia,Philippines,1.1,,,2016,10-69,ARQ,HHS,Amphetamines,,,PHL
91,Asia,East and South-East Asia,Philippines,0.74,,,2012,10-69,ARQ,HHS,Amphetamines,,,PHL
92,Asia,East and South-East Asia,Philippines,2.13,,,2008,15-64,Government source,HHS,Amphetamines,1.91,2.35,PHL
93,Asia,East and South-East Asia,Republic of Korea,0.12,,,2004,15-64,ARQ,HHS,Amphetamines,0.08,0.16,PRK
94,Asia,East and South-East Asia,Thailand,1.67,,,2019,12-65,Government source/UNODC Estimate,HHS,Amphetamines,1.3,2.04,THA
95,Asia,East and South-East Asia,Thailand,1.4,,,2007,12-65,ARQ,HHS,Amphetamines,,,THA
96,Asia,East and South-East Asia,Viet Nam,0.22,,,2003,15-64,UNODC Estimate,,Amphetamines,,,VNM
97,Asia,Near and Middle East/South-West Asia,Afghanistan,0,,,2009,15-64,UNODC/Government Source,HHS,Amphetamines,,,AFG
98,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.4,,,2015,15-64,Government source/UNODC Estimate,HHS,Amphetamines,,,IRN
99,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.77,,,2013,18+,Academic/UNODC Estimate,NSUM,Amphetamines,0.68,0.88,IRN
100,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.7,,,2011,15-64,Government source,,Amphetamines,,,IRN
101,Asia,Near and Middle East/South-West Asia,Israel,0.7,1.3,0.1,2016,18-65,ARQ,HHS,Amphetamines,,,ISR
102,Asia,Near and Middle East/South-West Asia,Israel,1.01,1.63,0.31,2009,18-40,ARQ,HHS,Amphetamines,,,ISR
103,Asia,Near and Middle East/South-West Asia,Israel,0.4,,,2005,18-40,ARQ ,,Amphetamines,,,ISR
104,Asia,Near and Middle East/South-West Asia,Kuwait,0.27,,,2005,15-64,UNODC Estimate,,Amphetamines,,,KWT
105,Asia,Near and Middle East/South-West Asia,Pakistan,0.08,0.1,0.14,2012,15-64,Government source/UNODC,HHS/I,Amphetamines,0.04,0.2,PAK
106,Asia,Near and Middle East/South-West Asia,Saudi Arabia,0.4,,,2006,15-64,UNODC Estimate,,Amphetamines,,,SAU
107,Asia,South Asia,India,0.18,,,2018,10-75,Government source,HHS/I,Amphetamines,,,IND
108,Asia,South Asia,Maldives,0.1,,,2012,15-64,Government source,HHS,Amphetamines,,,MDV
109,Europe,Eastern Europe,Belarus,0.35,,,2006,15-64,UNODC Estimate,,Amphetamines,,,BLR
110,Europe,Eastern Europe,Republic of Moldova,0.03,,,2008,15-64,Government source,HHS,Amphetamines,0.03,0.04,MDA
111,Europe,Eastern Europe,Russian Federation,0.39,,,2007,15-64,ESPAD/UNODC Estimate,SS,Amphetamines,0.22,0.56,RUS
112,Europe,Eastern Europe,Ukraine,0.3,,,2015,15-64,ESPAD/UNODC Estimate,SS,Amphetamines,0.13,0.48,UKR
113,Europe,Eastern Europe,Ukraine,0.72,,,2011,15-64,ARQ,SS,Amphetamines,0.19,1.25,UKR
114,Europe,Eastern Europe,Ukraine,0.39,,,2007,15-64,ESPAD ,SS ,Amphetamines,0.22,0.56,UKR
115,Europe,South-Eastern Europe,Albania,0.1,,,2014,15-64,Public health research,HHS,Amphetamines,,,ALB
116,Europe,South-Eastern Europe,Albania,0.1,0.4,0,2014,15-64,ARQ,HHS,Amphetamines,,,ALB
117,Europe,South-Eastern Europe,Albania,0.02,,,2004,15-64,ARQ,,Amphetamines,,,ALB
118,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.5,,,2011,15-64,ARQ,SS,Amphetamines,0.09,0.91,BIH
119,Europe,South-Eastern Europe,Bosnia and Herzegovina,1.04,,,2008,15-64,ESPAD ,SS ,Amphetamines,0.37,1.71,BIH
120,Europe,South-Eastern Europe,Bulgaria,0.7,0.8,0.6,2020,15-64,ARQ,HHS,Amphetamines,,,BGR
121,Europe,South-Eastern Europe,Bulgaria,0.8,1,0.55,2016,15-64,UNODC Estimate,HHS,Amphetamines,0.7,0.9,BGR
122,Europe,South-Eastern Europe,Bulgaria,0.65,0.85,0.4,2012,15-64,ARQ,HHS,Amphetamines,0.6,0.7,BGR
123,Europe,South-Eastern Europe,Bulgaria,0.95,,,2008,15-64,ARQ,HHS,Amphetamines,0.9,1,BGR
124,Europe,South-Eastern Europe,Bulgaria,0.5,,,2007,15-64,ARQ ,"HHS, c ",Amphetamines,,,BGR
125,Europe,South-Eastern Europe,Croatia,1.8,2.6,1,2019,15-64,ARQ,HHS,Amphetamines,,,HRV
126,Europe,South-Eastern Europe,Croatia,1,1.6,0.4,2015,15-64,ARQ,HHS,Amphetamines,,,HRV
127,Europe,South-Eastern Europe,Croatia,0.8,,,2012,15-64,EMCDDA,HHS,Amphetamines,,,HRV
128,Europe,South-Eastern Europe,Croatia,0.7,,,2007,15-64,ESPAD ,SS ,Amphetamines,0.58,0.83,HRV
129,Europe,South-Eastern Europe,Montenegro,0.1,0.2,0.1,2017,15-64,ARQ,HHS,Amphetamines,,,MNE
130,Europe,South-Eastern Europe,Montenegro,0.66,,,2015,15-64,ESPAD/UNODC Estimate,SS,Amphetamines,0.28,1.04,MNE
131,Europe,South-Eastern Europe,Montenegro,0.72,,,2011,15-64,ESPAD,SS,Amphetamines,0.19,1.25,MNE
132,Europe,South-Eastern Europe,Montenegro,0.45,,,2007,15-64,ESPAD ,SS ,Amphetamines,0.07,0.93,MNE
133,Europe,South-Eastern Europe,North Macedonia,0.06,0.08,0.04,2017,15-64,ARQ,HHS,Amphetamines,,,MKD
134,Europe,South-Eastern Europe,North Macedonia,0.33,,,2015,15-64,ESPAD/UNODC Estimate,SS,Amphetamines,0.14,0.53,MKD
135,Europe,South-Eastern Europe,Romania,0.1,0.1,0,2016,15-64,ARQ,HHS,Amphetamines,,,ROU
136,Europe,South-Eastern Europe,Romania,0.1,0.1,0.1,2013,15-64,ARQ,HHS,Amphetamines,,,ROU
137,Europe,South-Eastern Europe,Romania,0.03,,,2010,15-64,EMCDDA,HHS,Amphetamines,,,ROU
138,Europe,South-Eastern Europe,Romania,0.1,,,2004,15-64,UNODC Estimate ,,Amphetamines,,,ROU
139,Europe,South-Eastern Europe,Serbia,0.2,0.2,0.2,2018,15-64,ARQ,HHS,Amphetamines,,,SRB
140,Europe,South-Eastern Europe,Serbia,0.1,0.2,0.1,2014,18-64,Government sources,HHS,Amphetamines,,,SRB
141,Europe,South-Eastern Europe,Serbia,0.24,,,2006,15-64,Government sources,HHS,Amphetamines,0.12,0.47,SRB
142,Europe,South-Eastern Europe,Türkiye,0.02,0.04,0.01,2018,15-64,ARQ,HHS,Amphetamines,,,TUR
143,Europe,South-Eastern Europe,Türkiye,,0.1,,2011,15-64,EMCDDA,HHS,Amphetamines,,,TUR
144,Europe,South-Eastern Europe,Türkiye,0.2,,,2003,15-64,UNODC Estimate,,Amphetamines,,,TUR
145,Europe,Western and Central Europe,Austria,2.31,,,2020,15-64,Government source/UNODC estimate,HHS,Amphetamines,1.81,2.82,AUT
146,Europe,Western and Central Europe,Austria,0.4,0.5,0.4,2015,15-64,Government source,HHS,Amphetamines,0.2,0.6,AUT
147,Europe,Western and Central Europe,Austria,0.5,,,2008,15-64,Government source,HHS,Amphetamines,,,AUT
148,Europe,Western and Central Europe,Austria,0.8,,,2004,15-64,EMCDDA ,HHS ,Amphetamines,,,AUT
149,Europe,Western and Central Europe,Belgium,0.65,,,2018,15-64,ARQ/UNODC Estimate,HHS,Amphetamines,0.5,0.8,BEL
150,Europe,Western and Central Europe,Belgium,0.2,0.3,0.1,2013,15-64,EMCDDA,HHS,Amphetamines,,,BEL
151,Europe,Western and Central Europe,Belgium,0.9,1.4,0.4,2008,15-64,ARQ,HHS,Amphetamines,,,BEL
152,Europe,Western and Central Europe,Belgium,0.85,,,2007,15-64,ESPAD ,SS ,Amphetamines,,,BEL
153,Europe,Western and Central Europe,Cyprus,0.1,0.2,0,2019,15-64,ARQ,HHS,Amphetamines,,,CYP
154,Europe,Western and Central Europe,Cyprus,0.1,0.1,0.1,2016,15-64,ARQ,HHS,Amphetamines,,,CYP
155,Europe,Western and Central Europe,Cyprus,0.3,0.5,0.1,2012,15-64,ARQ,HHS,Amphetamines,,,CYP
156,Europe,Western and Central Europe,Cyprus,0.3,0.4,0.2,2009,15-64,ARQ,HHS,Amphetamines,,,CYP
157,Europe,Western and Central Europe,Cyprus,0.4,0.6,0.1,2006,15-64,ARQ ,,Amphetamines,,,CYP
158,Europe,Western and Central Europe,Czechia,0.5,0.5,0.5,2019,15-64,ARQ,HHS,Amphetamines,,,CZE
159,Europe,Western and Central Europe,Czechia,0.3,0.1,0.5,2018,15-64,ARQ,HHS,Amphetamines,,,CZE
160,Europe,Western and Central Europe,Czechia,0.8,0.6,1,2016,15-64,ARQ,HHS,Amphetamines,,,CZE
161,Europe,Western and Central Europe,Czechia,0.8,0.7,1,2015,15-64,ARQ,HHS,Amphetamines,,,CZE
162,Europe,Western and Central Europe,Czechia,0.8,1.4,0.2,2014,15-64,ARQ,HHS,Amphetamines,,,CZE
163,Europe,Western and Central Europe,Czechia,0.2,,,2013,15-64,ARQ,HHS,Amphetamines,0.2,0.2,CZE
164,Europe,Western and Central Europe,Czechia,0.5,0.7,0.3,2012,15-64,ARQ,HHS,Amphetamines,,,CZE
165,Europe,Western and Central Europe,Czechia,0.9,,,2010,15-64,Government source,HHS,Amphetamines,,,CZE
166,Europe,Western and Central Europe,Czechia,1.7,,,2008,15-64,Government source ,HHS ,Amphetamines,,,CZE
167,Europe,Western and Central Europe,Denmark,0.7,1.1,0.4,2017,16-64,ARQ,HHS,Amphetamines,,,DNK
168,Europe,Western and Central Europe,Denmark,0.6,1,0.3,2013,16-64,ARQ,HHS,Amphetamines,,,DNK
169,Europe,Western and Central Europe,Denmark,0.7,,,2010,16-64,ARQ,HHS,Amphetamines,,,DNK
170,Europe,Western and Central Europe,Denmark,1.2,,,2008,16-64,ARQ ,HHS ,Amphetamines,,,DNK
171,Europe,Western and Central Europe,Estonia,0.94,1.65,0.45,2018,16-64,ARQ,HHS,Amphetamines,,,EST
172,Europe,Western and Central Europe,Estonia,1,1.3,0.8,2008,15-64,ARQ,HHS,Amphetamines,,,EST
173,Europe,Western and Central Europe,Estonia,1.3,,,2003,15-64,ARQ ,HHS ,Amphetamines,,,EST
174,Europe,Western and Central Europe,Finland,1.7,2.5,0.9,2018,15-64,ARQ,HHS,Amphetamines,,,FIN
175,Europe,Western and Central Europe,Finland,1.1,1.6,0.6,2014,15-64,ARQ,HHS,Amphetamines,,,FIN
176,Europe,Western and Central Europe,Finland,0.8,1.2,0.4,2010,15-64,ARQ,HHS,Amphetamines,,,FIN
177,Europe,Western and Central Europe,Finland,0.6,,,2006,15-64,ARQ ,,Amphetamines,,,FIN
178,Europe,Western and Central Europe,France,0.3,0.5,0.1,2017,18-64,EMCDDA,HHS,Amphetamines,,,FRA
179,Europe,Western and Central Europe,France,0.3,0.4,0.2,2014,15-64,ARQ,HHS,Amphetamines,,,FRA
180,Europe,Western and Central Europe,France,0.2,0.3,0.1,2010,15-64,ARQ,,Amphetamines,,,FRA
181,Europe,Western and Central Europe,France,0.2,,,2005,15-64,ARQ ,,Amphetamines,,,FRA
182,Europe,Western and Central Europe,Germany,1.2,1.5,0.9,2018,18-64,ARQ/Academic source,HHS,Amphetamines,0.9,1.6,DEU
183,Europe,Western and Central Europe,Germany,1.1,1.3,0.8,2015,18-64,ARQ/Academic source,HHS,Amphetamines,0.8,1.4,DEU
184,Europe,Western and Central Europe,Germany,0.9,1.4,0.4,2012,18-64,ARQ,HHS,Amphetamines,,,DEU
185,Europe,Western and Central Europe,Germany,0.8,1.1,0.5,2009,18-64,ARQ,HHS,Amphetamines,,,DEU
186,Europe,Western and Central Europe,Germany,0.5,,,2006,18-64,Government source ,HHS ,Amphetamines,,,DEU
187,Europe,Western and Central Europe,Greece,0,0.1,0,2004,15-64,EMCDDA,,Amphetamines,,,GRC
188,Europe,Western and Central Europe,Hungary,0.4,0.5,0.3,2019,18-64,ARQ,HHS,Amphetamines,,,HUN
189,Europe,Western and Central Europe,Hungary,0.45,0.82,0.13,2015,18-64,ARQ,HHS,Amphetamines,,,HUN
190,Europe,Western and Central Europe,Hungary,0.5,,,2007,18-64,ARQ,HHS,Amphetamines,0.2,0.8,HUN
191,Europe,Western and Central Europe,Iceland,1.4,1.8,1,2017,18-64,ARQ,HHS,Amphetamines,,,ISL
192,Europe,Western and Central Europe,Iceland,0.78,,,2015,15-64,ESPAD/UNODC Estimate,SS,Amphetamines,0.21,1.34,ISL
193,Europe,Western and Central Europe,Iceland,0.93,,,2011,15-64,ESPAD,SS,Amphetamines,0.29,1.57,ISL
194,Europe,Western and Central Europe,Iceland,0.74,,,2003,15-64,ESPAD ,SS ,Amphetamines,0.58,0.89,ISL
195,Europe,Western and Central Europe,Ireland,1,1.5,0.5,2019,15-64,ARQ,HHS,Amphetamines,,,IRL
196,Europe,Western and Central Europe,Ireland,0.3,0.5,0.1,2015,15-64,ARQ,HHS,Amphetamines,,,IRL
197,Europe,Western and Central Europe,Ireland,0.4,0.4,0.4,2011,15-64,ARQ,HHS,Amphetamines,,,IRL
198,Europe,Western and Central Europe,Ireland,0.4,,,2007,15-64,Government source ,HHS ,Amphetamines,,,IRL
199,Europe,Western and Central Europe,Italy,0.6,0.8,0.4,2017,15-64,ARQ,HHS,Amphetamines,,,ITA
200,Europe,Western and Central Europe,Italy,0.2,0.3,0.1,2013,15-64,ARQ,HHS,Amphetamines,,,ITA
201,Europe,Western and Central Europe,Italy,0.09,0.09,0.09,2012,15-64,ARQ,HHS,Amphetamines,,,ITA
202,Europe,Western and Central Europe,Italy,0.4,,,2008,15-64,EMCDDA,HHS,Amphetamines,,,ITA
203,Europe,Western and Central Europe,Italy,0.4,,,2005,15-64,EMCDDA ,HHS ,Amphetamines,,,ITA
204,Europe,Western and Central Europe,Latvia,0.6,0.8,0.4,2020,15-64,ARQ,HHS,Amphetamines,,,LVA
205,Europe,Western and Central Europe,Latvia,0.3,0.5,0.2,2015,15-64,ARQ,HHS,Amphetamines,,,LVA
206,Europe,Western and Central Europe,Latvia,0.3,0.5,0.1,2011,15-64,ARQ,HHS,Amphetamines,,,LVA
207,Europe,Western and Central Europe,Latvia,0.9,,,2007,15-64,ARQ ,,Amphetamines,,,LVA
208,Europe,Western and Central Europe,Lithuania,0.3,0.6,0.04,2016,15-64,ARQ,HHS,Amphetamines,,,LTU
209,Europe,Western and Central Europe,Lithuania,0.2,0.5,0,2012,15-64,ARQ,HHS,Amphetamines,,,LTU
210,Europe,Western and Central Europe,Lithuania,0.7,,,2008,15-64,ARQ,HHS,Amphetamines,,,LTU
211,Europe,Western and Central Europe,Lithuania,0.3,,,2004,15-64,ARQ ,HHS ,Amphetamines,,,LTU
212,Europe,Western and Central Europe,Luxembourg,0.15,,,2019,15-64,ARQ/UNODC Estimate,HHS,Amphetamines,0.1,0.2,LUX
213,Europe,Western and Central Europe,Luxembourg,0.06,,,2014,15-64,ARQ/Government source,HHS,Amphetamines,,,LUX
214,Europe,Western and Central Europe,Luxembourg,0.73,,,2010,15-64,ARQ,SS,Amphetamines,0.21,1.25,LUX
215,Europe,Western and Central Europe,Luxembourg,0.98,,,2006,15-64,ARQ,SS,Amphetamines,0.35,1.61,LUX
216,Europe,Western and Central Europe,Luxembourg,0.4,,,1999,15-64,UNODC Estimate ,,Amphetamines,,,LUX
217,Europe,Western and Central Europe,Malta,0,,,2013,15-64,ARQ,HHS,Amphetamines,,,MLT
218,Europe,Western and Central Europe,Malta,0.93,,,2011,15-64,ESPAD,SS,Amphetamines,0.29,1.57,MLT
219,Europe,Western and Central Europe,Malta,0.88,,,2007,15-64,ESPAD ,SS ,Amphetamines,0.59,1.16,MLT
220,Europe,Western and Central Europe,Netherlands,1.6,1.8,1.4,2020,15-64,ARQ,HHS,Amphetamines,,,NLD
221,Europe,Western and Central Europe,Netherlands,2.1,2.8,1.4,2019,15-64,EMCDDA,HHS,Amphetamines,,,NLD
222,Europe,Western and Central Europe,Netherlands,1.4,1.8,0.9,2018,15-64,EMCDDA,HHS,Amphetamines,,,NLD
223,Europe,Western and Central Europe,Netherlands,1.8,2.3,1.2,2017,15-64,EMCDDA,HHS,Amphetamines,1.4,2.1,NLD
224,Europe,Western and Central Europe,Netherlands,1.7,2.4,0.9,2016,15-64,EMCDDA,HHS,Amphetamines,,,NLD
225,Europe,Western and Central Europe,Netherlands,1.6,2,1.1,2015,15-64,EMCDDA,HHS,Amphetamines,,,NLD
226,Europe,Western and Central Europe,Netherlands,1.3,,,2014,16-64,ARQ,HHS,Amphetamines,,,NLD
227,Europe,Western and Central Europe,Netherlands,0.4,,,2009,15-64,ARQ,HHS,Amphetamines,,,NLD
228,Europe,Western and Central Europe,Netherlands,0.3,,,2005,15-64,ARQ ,HHS ,Amphetamines,,,NLD
229,Europe,Western and Central Europe,Norway,0.6,0.9,0.4,2020,16-64,ARQ,HHS,Amphetamines,,,NOR
230,Europe,Western and Central Europe,Norway,0.3,0.5,0.1,2019,16-64,ARQ,HHS,Amphetamines,,,NOR
231,Europe,Western and Central Europe,Norway,0.7,1.1,0.1,2018,16-64,ARQ,HHS,Amphetamines,,,NOR
232,Europe,Western and Central Europe,Norway,0.6,0.8,0.4,2017,16-64,ARQ,HHS,Amphetamines,,,NOR
233,Europe,Western and Central Europe,Norway,0.3,0.3,0.4,2016,16-64,ARQ,HHS,Amphetamines,,,NOR
234,Europe,Western and Central Europe,Norway,0.2,0.3,0,2015,16-64,ARQ,HHS,Amphetamines,,,NOR
235,Europe,Western and Central Europe,Norway,0.6,0.9,0.2,2014,16-64,ARQ,HHS,Amphetamines,,,NOR
236,Europe,Western and Central Europe,Norway,0.6,1.2,0.1,2013,16-64,ARQ,HHS,Amphetamines,,,NOR
237,Europe,Western and Central Europe,Norway,0.7,,,2009,15-64,ARQ,HHS,Amphetamines,,,NOR
238,Europe,Western and Central Europe,Norway,1.1,,,2004,15-64,ARQ ,HHS ,Amphetamines,,,NOR
239,Europe,Western and Central Europe,Poland,0.8,0.9,0.7,2019,15-64,ARQ,HHS,Amphetamines,,,POL
240,Europe,Western and Central Europe,Poland,1.7,1.8,1.5,2016,15-64,ARQ,HHS,Amphetamines,,,POL
241,Europe,Western and Central Europe,Poland,0.2,0.3,,2014,15-64,ARQ,HHS,Amphetamines,,,POL
242,Europe,Western and Central Europe,Poland,0.6,0.8,0.3,2012,15-64,ARQ,HHS,Amphetamines,,,POL
243,Europe,Western and Central Europe,Poland,1.9,,,2010,15-64,ARQ,HHS,Amphetamines,,,POL
244,Europe,Western and Central Europe,Poland,0.7,,,2006,15-64,ARQ ,HHS ,Amphetamines,,,POL
245,Europe,Western and Central Europe,Portugal,0.01,0.01,0,2017,15-64,ARQ,HHS,Amphetamines,,,PRT
246,Europe,Western and Central Europe,Portugal,0.05,0.1,0,2012,15-64,ARQ,HHS,Amphetamines,,,PRT
247,Europe,Western and Central Europe,Portugal,0.2,,,2007,15-64,ARQ,HHS,Amphetamines,,,PRT
248,Europe,Western and Central Europe,Slovakia,0.45,,,2019,15-64,ARQ/UNODC Estimate,HHS,Amphetamines,0.4,0.5,SVK
249,Europe,Western and Central Europe,Slovakia,0.4,0.7,0.1,2015,15-64,ARQ,HHS,Amphetamines,,,SVK
250,Europe,Western and Central Europe,Slovakia,0.12,,,2010,15-64,EMCDDA,HHS,Amphetamines,,,SVK
251,Europe,Western and Central Europe,Slovakia,0.3,,,2006,15-64,EMCDDA,HHS,Amphetamines,,,SVK
252,Europe,Western and Central Europe,Slovakia,0.2,,,2004,15-64,ARQ ,HHS ,Amphetamines,,,SVK
253,Europe,Western and Central Europe,Slovenia,0.4,0.5,0.2,2018,15-64,EMCDDA,HHS,Amphetamines,0.3,0.6,SVN
254,Europe,Western and Central Europe,Slovenia,0.3,0.5,0.1,2012,15-64,ARQ,HHS,Amphetamines,,,SVN
255,Europe,Western and Central Europe,Slovenia,0.72,,,2011,15-64,ESPAD,SS,Amphetamines,0.19,1.25,SVN
256,Europe,Western and Central Europe,Slovenia,0.51,,,2007,15-64,ESPAD ,SS ,Amphetamines,0.45,0.57,SVN
257,Europe,Western and Central Europe,Spain,0.8,1.1,0.5,2020,15-64,ARQ,HHS,Amphetamines,,,ESP
258,Europe,Western and Central Europe,Spain,0.5,0.8,0.2,2017,15-64,EMCDDA,HHS,Amphetamines,0.4,0.6,ESP
259,Europe,Western and Central Europe,Spain,0.58,0.86,0.31,2015,15-64,Government source/UNODC Estimate,HHS,Amphetamines,,,ESP
260,Europe,Western and Central Europe,Spain,0.6,0.8,0.4,2013,15-64,ARQ,HHS,Amphetamines,,,ESP
261,Europe,Western and Central Europe,Spain,0.6,0.9,0.3,2011,15-64,ARQ,HHS,Amphetamines,,,ESP
262,Europe,Western and Central Europe,Spain,0.6,,,2009,15-64,ARQ ,HHS ,Amphetamines,,,ESP
263,Europe,Western and Central Europe,Sweden,0.7,,,2017,17-64,ARQ,HHS,Amphetamines,,,SWE
264,Europe,Western and Central Europe,Sweden,0.72,0.96,0.47,2013,17-64,ARQ,HHS,Amphetamines,,,SWE
265,Europe,Western and Central Europe,Sweden,0.8,,,2008,15-64,ARQ,HHS,Amphetamines,,,SWE
266,Europe,Western and Central Europe,Sweden,0.39,,,2007,15-64,ESPAD ,SS ,Amphetamines,,,SWE
267,Europe,Western and Central Europe,Switzerland,0.32,,,2016,15-64,UNODC Estimate,HHS,Amphetamines,0.3,0.34,CHE
268,Europe,Western and Central Europe,Switzerland,0.43,,,2015,15-64,UNODC Estimate,HHS,Amphetamines,0.36,0.5,CHE
269,Europe,Western and Central Europe,Switzerland,0.27,0.29,0.26,2013,15-64,ARQ,HHS,Amphetamines,,,CHE
270,Europe,Western and Central Europe,Switzerland,0.08,,,2012,15+,ARQ,HHS,Amphetamines,0.08,0.09,CHE
271,Europe,Western and Central Europe,Switzerland,0.63,,,2007,15-64,ESPAD,SS,Amphetamines,0.57,0.69,CHE
272,Europe,Western and Central Europe,United Kingdom (England and Wales),0.32,0.38,0.26,2019,16-64,ARQ,HHS,Amphetamines,,,GBR
273,Europe,Western and Central Europe,United Kingdom (England and Wales),0.57,0.76,0.39,2018,16-59,Government source,HHS,Amphetamines,,,GBR
274,Europe,Western and Central Europe,United Kingdom (England and Wales),0.52,0.69,0.34,2017,16-59,Government source,HHS,Amphetamines,,,GBR
275,Europe,Western and Central Europe,United Kingdom (England and Wales),0.46,0.59,0.34,2016,16-59,Government source,HHS,Amphetamines,,,GBR
276,Europe,Western and Central Europe,United Kingdom (England and Wales),0.61,0.82,0.4,2015,16-59,Government source,HHS,Amphetamines,,,GBR
277,Europe,Western and Central Europe,United Kingdom (England and Wales),0.6,0.8,0.4,2014,16-59,ARQ,HHS,Amphetamines,,,GBR
278,Europe,Western and Central Europe,United Kingdom (England and Wales),0.8,1.1,0.5,2013,16-59,ARQ,HHS,Amphetamines,,,GBR
279,Europe,Western and Central Europe,United Kingdom (England and Wales),0.7,0.9,0.4,2012,16-59,Government source,HHS,Amphetamines,,,GBR
280,Europe,Western and Central Europe,United Kingdom (England and Wales),0.8,,,2011,16-59,Government source,HHS,Amphetamines,,,GBR
281,Europe,Western and Central Europe,United Kingdom (England and Wales),1.1,,,2010,16-59,Government source ,HHS ,Amphetamines,,,GBR
282,Europe,Western and Central Europe,United Kingdom (Northern Ireland),0.5,,,2014,15-64,Government source,HHS,Amphetamines,,,GBR
283,Europe,Western and Central Europe,United Kingdom (Northern Ireland),1.1,,,2011,15-64,Government source,HHS,Amphetamines,,,GBR
284,Europe,Western and Central Europe,United Kingdom (Northern Ireland),1,,,2006,15-64,Government source ,HHS ,Amphetamines,,,GBR
285,Europe,Western and Central Europe,United Kingdom (Scotland),0.82,1.37,0.29,2014,16-64,Government source,HHS,Amphetamines,,,GBR
286,Europe,Western and Central Europe,United Kingdom (Scotland),0.9,1.4,0.3,2013,16-64,Government source,HHS,Amphetamines,,,GBR
287,Europe,Western and Central Europe,United Kingdom (Scotland),1.2,,,2011,16-64,Government source,HHS,Amphetamines,,,GBR
288,Europe,Western and Central Europe,United Kingdom (Scotland),1.2,,,2010,16-64,Government source ,HHS ,Amphetamines,,,GBR
