,Region,SubRegion,Country,Code,Year,DrugGroup,Drug Type,Trends overall,Group Age 0-17,Group Age 18-24,Group Age 25+
627,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,ATS,Methamphetamine,Small increase (5-10%),,,
628,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,ATS,Prescription stimulants,Small increase (5-10%),,,
629,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Sedatives and Tranquillizers,,Small increase (5-10%),,,
630,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Sedatives and Tranquillizers,Benzodiazepines,Small increase (5-10%),,,
631,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Sedatives and Tranquillizers,Barbiturates,Small increase (5-10%),,,
632,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Cannabis-type,,Not known,,,
633,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Cannabis-type,Marijuana (herb),Not known,,,
634,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Cannabis-type,Hashish (resin),Not known,,,
635,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Opioids,,Not known,,,
636,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Opioids,Opium,Not known,,,
637,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Opioids,Heroin,Not known,,,
638,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Cocaine-type,Cocaine salts,Not known,,,
639,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Cocaine-type,Crack,Not known,,,
640,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,ATS,Amphetamine,Not known,,,
641,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,ATS,Methamphetamine,Not known,,,
642,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,ATS,Ecstasy-type substances,Not known,,,
643,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,ATS,Prescription stimulants,Not known,,,
644,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Sedatives and Tranquillizers,Benzodiazepines,Not known,,,
645,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Sedatives and Tranquillizers,Barbiturates,Not known,,,
646,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Hallucinogens,LSD,Not known,,,
647,Asia,Central Asia and Transcaucasia,Georgia,GEO,2016,Solvents and Inhallants,Solvents and inhalants,Not known,,,
648,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
649,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Large decrease (>10%),,,
650,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,Any drug,Any drug,Small decrease (5-10%),Large decrease (>10%),Small decrease (5-10%),Large decrease (>10%)
651,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,Cannabis-type drugs,Cannabis-type drugs,Small decrease (5-10%),Small decrease (5-10%),Large decrease (>10%),Small decrease (5-10%)
652,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small decrease (5-10%),Small decrease (5-10%),Large decrease (>10%),Large decrease (>10%)
653,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,"Opioids, including opiates and synthetic opioids",Heroin,Large decrease (>10%),Large decrease (>10%),Large decrease (>10%),Large decrease (>10%)
654,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Small increase (5-10%),Large increase (>10%),Stable situation (+-5%),Small increase (5-10%)
655,Asia,Central Asia and Transcaucasia,Kazakhstan,KAZ,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Large decrease (>10%),Stable situation (+-5%),Large increase (>10%),Large decrease (>10%)
656,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small decrease (5-10%)
657,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
658,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,"Opioids, including opiates and synthetic opioids",Opiates,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
659,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,"Opioids, including opiates and synthetic opioids",Heroin,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
660,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,Solvents and inhalants,Solvents and inhalants,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
661,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
662,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Small increase (5-10%),,Small increase (5-10%),
663,Asia,Central Asia and Transcaucasia,Kyrgyzstan,KGZ,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Small increase (5-10%),,Small increase (5-10%),
664,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Stable situation (+-5%),...,Stable situation (+-5%),Stable situation (+-5%)
665,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Cannabis-type drugs,Cannabis-type drugs,,...,Stable situation (+-5%),Small decrease (5-10%)
666,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small increase (5-10%),,Stable situation (+-5%),Stable situation (+-5%)
667,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Cannabis-type drugs,Cannabis resin (hashish),Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
668,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small increase (5-10%),,Stable situation (+-5%),Stable situation (+-5%)
669,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),,Large decrease (>10%),Stable situation (+-5%)
670,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,"Opioids, including opiates and synthetic opioids",Opium,Stable situation (+-5%),,Large decrease (>10%),Stable situation (+-5%)
671,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,"Opioids, including opiates and synthetic opioids",Heroin,Large decrease (>10%),,Large decrease (>10%),Small decrease (5-10%)
672,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),,Small decrease (5-10%),Stable situation (+-5%)
673,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Small increase (5-10%),,Stable situation (+-5%),Small increase (5-10%)
674,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),,Small decrease (5-10%),Stable situation (+-5%)
675,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Amphetamine-type stimulants,Amphetamine,Small increase (5-10%),,Stable situation (+-5%),Small increase (5-10%)
676,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
677,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Small decrease (5-10%),,Small decrease (5-10%),Stable situation (+-5%)
678,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,“Ecstasy”-type substances,MDMA,Small decrease (5-10%),,Small decrease (5-10%),Stable situation (+-5%)
679,Asia,Central Asia and Transcaucasia,Tajikistan,TJK,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Small increase (5-10%),,Small increase (5-10%),Small increase (5-10%)
680,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Cannabis-type,,Small decrease (5-10%),,,
681,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Cannabis-type,Marijuana (herb),Small decrease (5-10%),,,
682,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Cannabis-type,Hashish (resin),Small decrease (5-10%),,,
683,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Opioids,,Large decrease (>10%),,,
684,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Opioids,Opium,Small decrease (5-10%),,,
685,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Opioids,Heroin,Large decrease (>10%),,,
686,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Opioids,Pharmaceutical opioids,Large increase (>10%),,,
687,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Sedatives and Tranquillizers,,Stable situation (+-5%),,,
688,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Sedatives and Tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
689,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Sedatives and Tranquillizers,Barbiturates,Stable situation (+-5%),,,
690,Asia,Central Asia and Transcaucasia,Uzbekistan,UZB,2019,Solvents and Inhallants,Solvents and inhalants,Stable situation (+-5%),,,
691,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,New psychoactive substances,New psychoactive substances,Large increase (>10%),,,
692,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,New psychoactive substances,Ketamine,Large increase (>10%),,,
693,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,Any drug,Any drug,Large increase (>10%),Large decrease (>10%),,
694,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),Large decrease (>10%),,
695,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),Large decrease (>10%),,
696,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Large increase (>10%),Large decrease (>10%),,
697,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Large increase (>10%),Large decrease (>10%),,
698,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,Amphetamine-type stimulants,Methamphetamine,Large increase (>10%),Large decrease (>10%),,
699,Asia,East and South-East Asia,Brunei Darussalam,BRN,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Large increase (>10%),Large increase (>10%),,
700,Asia,East and South-East Asia,China,CHN,2020,Any drug,Any drug,Large decrease (>10%),,,
701,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Cannabis-type drugs,Cannabis-type drugs,Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
702,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Any drug,Any drug,Stable situation (+-5%),Large increase (>10%),Small decrease (5-10%),Stable situation (+-5%)
703,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Large decrease (>10%),Stable situation (+-5%)
704,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Cocaine-type drugs,Cocaine-type drugs,Large decrease (>10%),Small decrease (5-10%),Large decrease (>10%),Large decrease (>10%)
705,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Small decrease (5-10%),Large decrease (>10%),Large decrease (>10%),Small decrease (5-10%)
706,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Large increase (>10%),Stable situation (+-5%),Stable situation (+-5%),Large increase (>10%)
707,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
708,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,New psychoactive substances,New psychoactive substances,Large increase (>10%),Large increase (>10%),Large decrease (>10%),Large increase (>10%)
709,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,New psychoactive substances,Ketamine,Large increase (>10%),Large increase (>10%),Large decrease (>10%),Large increase (>10%)
710,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,“Ecstasy”-type substances,MDMA,Large increase (>10%),Stable situation (+-5%),Stable situation (+-5%),Large increase (>10%)
711,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Amphetamine-type stimulants,Methamphetamine,Small decrease (5-10%),Large decrease (>10%),Large decrease (>10%),Small decrease (5-10%)
712,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Small decrease (5-10%),Large decrease (>10%),Large decrease (>10%),Small decrease (5-10%)
713,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Large decrease (>10%),Stable situation (+-5%)
714,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Large decrease (>10%),Stable situation (+-5%)
715,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Large decrease (>10%),Stable situation (+-5%),Large decrease (>10%),Large decrease (>10%)
716,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
717,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
718,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
719,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,"Opioids, including opiates and synthetic opioids",Other opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
720,Asia,East and South-East Asia,"China, Hong Kong SAR",HKG,2020,Amphetamine-type stimulants,Amphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
